"id","business_name","phone","email","years_in_business","services","neighborhoods","general_info","business_page","category","website","address","rating","keyword","place"
"1001865544457","Charter Authorized Retailer","(877) 360-6413","","","","","Bundle your services with Charter for the convenience of one bill and savings! Get Charter for cable TV service with 200+ channels available including FREE HD channels, 10,000+ movies and shows On Demand and watch TV on the go on all of your mobile devices! 
 
Charter provides Internet download speeds up to 30 Mbps, over 10x faster than DSL! With Charter, you get a free Internet modem and automatic detection of viruses, hackers and spam with Charter Security Suite (included). 
 
Charter also offers reliable phone service with unlimited local and long distance calling in the U.S., Canada, Puerto Rico, Guam and the Virgin Islands. Need a phone number fast? We'll connect you to 411 for free. Includes voicemail and 13 popular calling features like call waiting and call forwarding.","https://www.yellowpages.com/nationwide/mip/charter-authorized-retailer-512190431?lid=1001865544457","Telephone Communications Services, Internet Products & Services, Telephone Companies, Internet Service Providers (ISP), Cable & Satellite Television","http://local.yp.com/Listings/Details.aspx?NUM=a%3a13619649%3a13%3a4859924%3a14%3a0%3a7","Serving the Florida City Area","","telecom","Florida+City,+FL"
"1001921287373","Time Warner Cable","(866) 818-1058","","","","","Call now to combine TV, internet & voice for the best deal! Choose from packaged deals or individual services to fit the needs of your home!  Enjoy  the best in sports, news and family programming with packaged deals. Choose from Triple Play Select which includes channels with free HD & free DVR service. Triple Play Silver offers channels with free HD, free DVR service, all the great channels as our Select Plan, plus popular premium networks. The Triple Play Gold has channels with free HD, free DVR service, the same  full Silver package channels plus a full suite of premium networks. Included in all packages is 100 Mbps internet (the fastest & most reliable network available) and unlimited nationwide calling including up to 28 popular phone features. Individual high speed Internet plans provide  enough bandwidth for the whole family with no data caps. With individual telephone service, you get quality connections and no dropped calls. Call now to find the right service for your home!","https://www.yellowpages.com/nationwide/mip/time-warner-cable-480780208?lid=1001921287373","Telephone Companies-Long Distance Service, Telephone Companies, Wireless Communication, Radiotelephone Communications-Common Carrier, Telephone Communications Services, Telecommunications Services, Internet Service Providers (ISP), Cable & Satellite Television","http://local.yp.com/Listings/Details.aspx?NUM=a%3a13745729%3a13%3a4859924%3a14%3a0%3a7","Serving the Florida City Area","","telecom","Florida+City,+FL"
"1001516610749","Windstream Authorized Agent","(877) 603-0472","","","","","Bundle Never worry about your bills going up with the Windstream lifetime price guarantee locking in a low rate that won't go up with no contracts & get high-speed internet for all your devices, unlimited long distance calling, caller ID, call waiting and more. Call now to order @ $84.99/M only!  Internet Keep all your devices connected to the internet with Windstream high-speed internet, streaming movies, online shopping, gaming & stay connected on all the devices. Call us now to order!   Phone Now talk as much as you want with Windstream phone package along with price guaranteed for life, unlimited nationwide calling, popular calling features such as caller ID, call waiting, call forward & much more @ $44.99/M only! Call us now to order.","https://www.yellowpages.com/nationwide/mip/windstream-authorized-agent-495508825?lid=1001516610749","Wireless Internet Providers, Communications Services, Data Communication Services, Telephone & Television Cable Contractors, Telephone Companies, Telephone Communications Services, Cable & Satellite Television, Satellite & Cable TV Equipment & Systems","http://local.yp.com/Listings/Details.aspx?NUM=a%3a12470568%3a13%3a4859924%3a14%3a0%3a7","Serving the Florida City Area","","telecom","Florida+City,+FL"
"1001696554101","RCN - Authorized Retailer","(888) 289-0801","","","","","RCN TV gives the user unique experience of enjoying popular cable channels for every member of your family whether it’s sports, news, movies or your favorite TV shows. RCN has above 260 favorite channels to choose from with more than 100HD channels, 30+ premium movie channels and lets you record shows remotely & sync to your mobile devices. RCN delivers you the best internet experience with fast & reliable connection. It provides unlimited data usage and allowing you to be able to use 3-4 devices with un-interrupted speed. RCN calling plans offer zero per-minute charges & calling restrictions. Your RCN phone service includes 17 Free calling features such as Call Waiting, Caller ID, 3-Way Calling, Voicemail and more. With RCN phone you will get a cear call on reliable digital network. Get a RCN bundle and save even more. Call now to speak to a live agent and find the right package for you.","https://www.yellowpages.com/nationwide/mip/rcn-authorized-retailer-534142407?lid=1001696554101","Telecommunications Services, Telephone Companies, Wireless Internet Providers, Internet Service Providers (ISP), Cable & Satellite Television","https://www.buyrcn.com/RCNBUN/default.aspx?tfn=1-844-240-0353","Serving the Florida City Area","","telecom","Florida+City,+FL"
"1001738936130","Mediacom Authorized Retailer","(888) 352-3630","","","","","Mediacom's broad variety of Internet high speed levels power the needs of each household member. They come with free security tools, 24/7 customer support and exclusive content. Mediacom also offers Digital TV with clear pictures, enhanced sounds, commercial-free movie and music channels, interactive On-Screen Guide, HD channels and On Demand programming makes Mediacom US users’ top choice. Digital Phone service offered by Mediacom is the perfect backup of you cell phone, which gives clear, quality service and unlimited nationwide calling. While latest Xtream offer by Mediacom brings internet and TV together like never before, combining the fastest in-home Wifi with intuitive TiVo DVR service, speeds up to 50 Mbps, this new, integrated platform was built for multi-streaming. Order us now to let Mediacom become you entertainment partner.","https://www.yellowpages.com/nationwide/mip/mediacom-authorized-retailer-530278584?lid=1001738936130","Wireless Internet Providers, Telephone Companies, Telecommunications Services, Internet Service Providers (ISP), Cable & Satellite Television","https://www.mediacombundledeals.com/?tfn=844-401-7677","Serving the Florida City Area","","telecom","Florida+City,+FL"
"1001553257322","Xfinity By Comcast DGS","(888) 303-5790","","","","","xfinity TV - Enjoy a vast library of the hottest new releases, most current TV episodes and loads of kids’ programming, available instantly. Catch up on the latest episodes of TV’s hottest shows and even watch entire past seasons. Enjoy unsurpassed HD picture quality.      xfinity Internet - Fastest WiFi for all rooms, all devices, all the time. Reliably fast speeds with the most coverage in your home. Constant Guard®, the most comprehensive online protection suite of any Internet provider, is included at no extra cost - a $360 value.      xfinity Voice - Unlimited nationwide calling and texting at home and on the go on all of your wireless devices.Simply download the free XFINITY Connect™ app and start saving on your wireless bill. Get home phone service with the best call clarity.","https://www.yellowpages.com/nationwide/mip/xfinity-by-comcast-dgs-475965999?lid=1001553257322","Utility Companies, Access Control Systems, Security Control Systems & Monitoring, Security Equipment & Systems Consultants, Cable & Satellite Television, Telephone Companies, Telephone Equipment & Systems, Telecommunications Services, Satellite & Cable TV Equipment & Systems, Telephone Communications Services, Internet Service Providers (ISP), Wireless Internet Providers","http://www.xfinitybundledeals.com/?tfn=855-345-8477","Serving the Florida City Area","","telecom","Florida+City,+FL"
"1001958766099","A Gift of Tongues Inc.","(305) 854-6949","tonyp@agiftoftongues.com","36","","Fontainebleau Park West","We offer fast and effiecant translation services for your document needs. We have over 25 years experience and have expertise in software such as Office, Trados, and Photo Shop. We also offer Spanish to English, English to Spanish and Portuguese to English.","https://www.yellowpages.com/miami-fl/mip/a-gift-of-tongues-inc-468768620?lid=1001958766099","Teleconferencing Services, Translators & Interpreters, Telecommunications Services, Telephone Companies, Utility Companies","http://agot.us/Resume.html","9724 NW 5th TerMiami, FL 33172","","telecom","Florida+City,+FL"
"544814039","Kaytin Enterprises LLC","(800) 331-0173","info@Kaytinenterprises.com","","","","A virtual call center company that hires independent contractors to calls remotely from anywhere within the United States.","https://www.yellowpages.com/homestead-fl/mip/kaytin-enterprises-llc-544814039?lid=544814039","Telecommunications Consultants","http://www.kaytinenterprises.com","3020 NE 41st Terrace #242Homestead, FL 33033","","telecom","Florida+City,+FL"
"497701392","AT&T Wireless","(210) 693-0519","attcustomercare@att.com","142","","","AT&T, serving over 81 million wireless customers","https://www.yellowpages.com/homestead-fl/mip/at-t-wireless-497701392?lid=497701392","Wireless Communication, Cellular Telephone Equipment & Supplies, Cellular Telephone Service, Telephone Companies","http://www.att.com","32951 S Dixie HwyHomestead, FL 33034","","telecom","Florida+City,+FL"
"452123796","Class Telecommunications","(305) 245-3882","","","","Naranja Lakes, Naranja Lakes Shopping Plaza","","https://www.yellowpages.com/homestead-fl/mip/class-telecommunications-452123796?lid=452123796","Telecommunications Consultants","","27455 S Dixie HwyHomestead, FL 33032","","telecom","Florida+City,+FL"
"17005143","Homestead Calling Ctr","(786) 243-0001","TeamVLinvestment@hotmail.com","15","","","","https://www.yellowpages.com/homestead-fl/mip/homestead-calling-ctr-17005143?lid=17005143","Telephone Companies","http://homesteadrepaircenter.com","232 Washington AveHomestead, FL 33030","","telecom","Florida+City,+FL"
"29549247","Fast Service Inc","(305) 245-0266","","10","","","","https://www.yellowpages.com/homestead-fl/mip/fast-service-inc-29549247?lid=29549247","Telephone Companies, Communications Services","","232 Washington AveHomestead, FL 33030","","telecom","Florida+City,+FL"
"504293529","Skynet 360","(786) 349-2000","","14","","","","https://www.yellowpages.com/homestead-fl/mip/skynet-360-504293529?lid=504293529","Telephone Companies, Communications Services, Telecommunications Services, Utility Companies","http://www.skynet360.com","21400 SW 392nd StHomestead, FL 33034","","telecom","Florida+City,+FL"
"17080215","Authorized Communications Group","(305) 247-4747","","","","","","https://www.yellowpages.com/nationwide/mip/authorized-communications-group-17080215?lid=17080215","Telephone Companies, Telecommunications Services, Cellular Telephone Service","","Serving the Florida City Area","","telecom","Florida+City,+FL"
"760412","SkyNet360","(786) 349-2000","sales@skynet360.com","","","","SKYNET360, a leading local provider, strives for perfection by specializing in: High Speed Internet, Voice Over IP Services, Long Distance, Alarm Monitoring, Personalized Security Systems, IP Enterprise Grade Phone Systems","https://www.yellowpages.com/homestead-fl/mip/skynet360-760412?lid=760412","Communications Services, Telephone Companies, Telephone Communications Services, Internet Service Providers (ISP)","http://www.skynet360.com","10 NE 3rd StHomestead, FL 33034","7","telecom","Florida+City,+FL"
"497645325","Cricket Wireless Authorized Retailer","(786) 504-3823","","19","","Court Bonita","Welcome to the #CricketNation. Wireless that gives you Something to Smile About! #STSA","https://www.yellowpages.com/homestead-fl/mip/cricket-wireless-authorized-retailer-497645325?lid=497645325","Cellular Telephone Service, Telephone Companies, Wireless Communication, Communications Services, Telecommunications Services, Telephone Equipment & Systems-Repair & Service, Cellular Telephone Equipment & Supplies","https://www.cricketwireless.com","237 NE 8th StHomestead, FL 33030","1","telecom","Florida+City,+FL"
"512560691","Cricket Wireless Authorized Retailer","(305) 224-9364","","19","","Naranja Lakes, Naranja Lakes Shopping Plaza","Welcome to the #CricketNation. Wireless that gives you Something to Smile About! #STSA","https://www.yellowpages.com/homestead-fl/mip/cricket-wireless-authorized-retailer-512560691?lid=512560691","Cellular Telephone Service, Telephone Companies, Wireless Communication, Communications Services, Telecommunications Services, Telephone Equipment & Systems-Repair & Service, Cellular Telephone Equipment & Supplies","https://www.cricketwireless.com","27301 S Dixie HwyHomestead, FL 33032","1","telecom","Florida+City,+FL"
"506568341","Cricket Wireless Authorized Retailer","(786) 504-2906","","19","","Sky Vista","Welcome to the #CricketNation. Wireless that gives you Something to Smile About! #STSA","https://www.yellowpages.com/homestead-fl/mip/cricket-wireless-authorized-retailer-506568341?lid=506568341","Cellular Telephone Service, Telecommunications Services, Cellular Telephone Equipment & Supplies, Communications Services, Telephone Equipment & Systems-Repair & Service, Telephone Companies, Wireless Communication","https://www.cricketwireless.com","1651 NE 8th StHomestead, FL 33033","","telecom","Florida+City,+FL"
"543598829","Cricket Wireless Authorized Retailer","(786) 481-5240","","19","","","Welcome to the #CricketNation. Wireless that gives you Something to Smile About! #STSA","https://www.yellowpages.com/homestead-fl/mip/cricket-wireless-authorized-retailer-543598829?lid=543598829","Cellular Telephone Service, Telephone Companies, Wireless Communication, Communications Services, Telecommunications Services, Telephone Equipment & Systems-Repair & Service, Cellular Telephone Equipment & Supplies","https://www.cricketwireless.com","3334 NE 7th StHomestead, FL 33033","","telecom","Florida+City,+FL"
"538979193","Cricket Wireless Authorized Retailer","(786) 377-3176","","19","","","Welcome to the #CricketNation. Wireless that gives you Something to Smile About! #STSA","https://www.yellowpages.com/homestead-fl/mip/cricket-wireless-authorized-retailer-538979193?lid=538979193","Cellular Telephone Service, Telephone Companies, Wireless Communication","https://www.cricketwireless.com","329 W Palm DrHomestead, FL 33034","","telecom","Florida+City,+FL"
"17271556","Southern Electronic Telephone","(305) 246-5535","","","","","","https://www.yellowpages.com/homestead-fl/mip/southern-electronic-telephone-17271556?lid=17271556","Telecommunications Services, Telephone Companies, Telephone Equipment & Systems-Repair & Service","http://bellsouth.net","80 N Homestead BlvdHomestead, FL 33030","","telecom","Florida+City,+FL"
"11949032","Servi America","(305) 242-0076","info@bsa.edu","25","","Royal Palm","","https://www.yellowpages.com/homestead-fl/mip/servi-america-11949032?lid=11949032","Telephone Companies-Long Distance Service, Telecommunications Services, Telephone Companies","http://serviceamerica.com","880 N Krome AveHomestead, FL 33030","","telecom","Florida+City,+FL"
"1000476976939","CenturyLink","(888) 805-0302","","12","","","CenturyLink offers a complete suite of broadband communication and entertainment services for business and residential customers. Residential services include reliable local and long distance home phone service, high-speed Internet including Wi-Fi, and satellite TV from DirecTV - all on one monthly bill.     For businesses, CenturyLink has a comprehensive range of flexible and integrated telecom and data communication services designed to help home offices, small businesses, medium sized businesses and enterprise business clients be more productive and communicate with their customers. Telecom solutions include local phone service and equipment, data services, long distance phone plans, Business-Class High-Speed Internet (DSL), mobile phone plans, satellite TV from DIRECTV, high capacity data network services, voice and data communication equipment and Managed Network Services (MNS).     CenturyLink, the result of the merger of CenturyTel and EMBARQ, brings together two outstanding companies to create an industry-leading communications and entertainment organization.     We operate in 33 states, with more than seven million access lines and more than two million broadband customers.     CenturyLink believes that by focusing on the communities the company serves and by employing common sense and practical ingenuity, it is able to provide customers with a committed partner, dedicated customer service and innovative products for work and home.","https://www.yellowpages.com/nationwide/mip/centurylink-496121514?lid=1000476976939","Internet Service Providers (ISP), Wireless Communication, Telecommunications-Equipment & Supply","https://www.centurylink.com/home/internet/?nid=D_IYP_YP_DMD_RES_ISP&utm_source=YP&utm_medium=IYP&utm_campaign=DMD&utm_term=RES_ISP","","","telecom","Florida+City,+FL"
"1001848688258","Loud & Clear Communications LLC","(888) 681-5002","loudandclearcommunications@gmail.com","","","","Loud & Clear Communications is a company that thrives on customer service. A company that is dedicated to helping other small businesses like ourselves save money and assist in the daily operations of the business. We are devoted to saving business owners time during and after business hours by assisting with call volume, email services, and other services of similar characteristics. Give us the opportunity to tell you how we can help.","https://www.yellowpages.com/nationwide/mip/loud-clear-communications-llc-532225457?lid=1001848688258","Telephone Answering Service, Voice Mail, Messaging Systems & Services, Telephone Communications Services, Call Centers","http://www.lccomms.com","Serving the Florida City Area","1","telecom","Florida+City,+FL"
"1000437168867","The Audio Visual Group","(954) 342-3903","info@theavgroup.com","11","","","Audio Visual Solutions Provider for Florida","https://www.yellowpages.com/nationwide/mip/the-audio-visual-group-475362255?lid=1000437168867","Data Communications Equipment & Systems, Consumer Electronics, Television & Radio Stores, Audio-Visual Creative Services, Audio-Visual Equipment, Audio-Visual Repair & Service, Sound Systems & Equipment, Stereo, Audio & Video Equipment-Dealers, Video Conferencing Equipment & Services, Telecommunications-Equipment & Supply, Audio-Visual Production Services","http://www.theavgroup.com","Serving the Florida City Area","1","telecom","Florida+City,+FL"
"1000290615076","Computer Electric Inc","(786) 646-6869","mark@computerelectricinc.com","39","","Miami Springs","Family Owned full service State Certified Electrical Contractor since 1979.  We do municipality work, parking lot lighting installation and maintenance, 40 year building inspections, new construction and remodel in mall spaces, fire alarm installations, structured cabling including fiber optic.  All cable testing and certifications, thermal scan of equipment testing and reports.  We do it all!","https://www.yellowpages.com/miami-springs-fl/mip/computer-electric-inc-8931157?lid=1000290615076","Computer & Equipment Dealers, Computers & Computer Equipment-Service & Repair, Fire Protection Equipment & Supplies, Computer Cable & Wire Installation, Computer Network Design & Systems, Computer Rooms-Installation & Equipment, Fiber Optics-Components, Equipment & Systems, Construction Consultants, Building Construction Consultants, Electricians, Lighting Contractors, Construction Estimates, Fire Alarm Systems, Electric Contractors-Commercial & Industrial, Lighting Consultants & Designers, Building Contractors, Computer System Designers & Consultants, Cable Splicing, Telecommunications-Equipment & Supply","http://www.computerelectricinc.com/","660 Miller DrMiami Springs, FL 33166","","telecom","Florida+City,+FL"
"475461455","Metro PCS","(877) 719-2345","","","","","","https://www.yellowpages.com/homestead-fl/mip/metro-pcs-475461455?lid=475461455","Cellular Telephone Service, Cellular Telephone Equipment & Supplies, Communications Services, Telephone Equipment & Systems, Telecommunications-Equipment & Supply, Wireless Communication","http://metropcs.com","282 NE 8th StHomestead, FL 33030","2","telecom","Florida+City,+FL"
"546854460","Metro by T-Mobile","(786) 339-8876","","","","","Discover the smarter way to get all of the high-end devices you want and the network you need, for less. Visit us today at 501 W Palm Dr in Florida City, or give us a call at (786) 339-8876.","https://www.yellowpages.com/homestead-fl/mip/metro-by-t-mobile-546854460?lid=546854460","Cellular Telephone Service, Consumer Electronics, Telephone Communications Services","http://www.metrobytmobile.com","501 W Palm Dr Ste 106Homestead, FL 33034","","telecom","Florida+City,+FL"
"546857857","Metro by T-Mobile","(305) 508-9433","","","","","Discover the smarter way to get all of the high-end devices you want and the network you need, for less. Visit us today at 33497 South Dixie Highway in Florida City, or give us a call at (305) 508-9433.","https://www.yellowpages.com/homestead-fl/mip/metro-by-t-mobile-546857857?lid=546857857","Cellular Telephone Service, Consumer Electronics, Telephone Communications Services","http://www.metrobytmobile.com","33497 S Dixie HwyHomestead, FL 33034","","telecom","Florida+City,+FL"
"546855439","Metro by T-Mobile","(305) 242-8681","","","","","Discover the smarter way to get all of the high-end devices you want and the network you need, for less. Visit us today at 310 Washington Ave in Homestead, or give us a call at (305) 242-8681.","https://www.yellowpages.com/homestead-fl/mip/metro-by-t-mobile-546855439?lid=546855439","Cellular Telephone Service, Consumer Electronics, Telephone Communications Services","http://www.metrobytmobile.com","310 Washington AveHomestead, FL 33030","","telecom","Florida+City,+FL"
"546831974","Metro by T-Mobile","(877) 719-2345","","","","","Discover the smarter way to get all of the high-end devices you want and the network you need, for less. Visit us today at 282 Ne 8th Street in Homestead, or give us a call at (877) 719-2345.","https://www.yellowpages.com/homestead-fl/mip/metro-by-t-mobile-546831974?lid=546831974","Cellular Telephone Service, Consumer Electronics, Telephone Communications Services","http://www.metrobytmobile.com","282 NE 8th StHomestead, FL 33030","","telecom","Florida+City,+FL"
"547037193","Metro by T-Mobile","(305) 246-0550","","","","","Discover the smarter way to get all of the high-end devices you want and the network you need, for less. Visit us today at 340 Ne 8th St in Homestead, or give us a call at (305) 246-0550.","https://www.yellowpages.com/homestead-fl/mip/metro-by-t-mobile-547037193?lid=547037193","Cellular Telephone Service, Consumer Electronics, Telephone Communications Services","http://www.metrobytmobile.com","340 NE 8th StHomestead, FL 33030","","telecom","Florida+City,+FL"
"546831728","Metro by T-Mobile","(305) 423-7916","","","","Woodlawn","Discover the smarter way to get all of the high-end devices you want and the network you need, for less. Visit us today at 891 Ne 8th Street in Homestead, or give us a call at (305) 423-7916.","https://www.yellowpages.com/homestead-fl/mip/metro-by-t-mobile-546831728?lid=546831728","Cellular Telephone Service, Consumer Electronics, Telephone Communications Services","http://www.metrobytmobile.com","891 NE 8th StHomestead, FL 33030","","telecom","Florida+City,+FL"
