"id","business_name","phone","email","years_in_business","services","neighborhoods","general_info","business_page","category","website","address","rating","keyword","place"
"516856526","Web Programming","(786) 370-8923","info@webprg.com","5","","","Web Programming creates affordable web design, custom web page, ecommerce, internet marketing and website maintenance services by professional web designers.","https://www.yellowpages.com/homestead-fl/mip/web-programming-516856526?lid=516856526","Web Site Hosting, Web Site Design & Services","http://webprg.com","15741 SW 297th STHomestead, FL 33033","","eCommerce","Florida+City,+FL"
"497644299","Web Designs By Lucas. Inc","(786) 327-6106","info@designedbylucas.com","19","","","","https://www.yellowpages.com/homestead-fl/mip/web-designs-by-lucas-inc-497644299?lid=497644299","Web Site Hosting, Web Site Design & Services","http://www.designedbylucas.com","3757 NE 13th StHomestead, FL 33033","","eCommerce","Florida+City,+FL"
"472675068","Grasshopper Plus","(305) 508-5707","info@grasshopperplus.com","6","","","","https://www.yellowpages.com/homestead-fl/mip/grasshopper-plus-472675068?lid=472675068","Graphic Designers, Web Site Design & Services","","Homestead, FL 33033","","eCommerce","Florida+City,+FL"
"526110901","Miami Printing and Web Designs","(305) 216-0154","info@miamiprintingandwebdesigns.com","9","","","Miami Printing & Web Designs is the industry leader in the Miami area, you're able to obtain all your Marketing services in the same place, from great Website Designs to .    At Miami Printing & Web Designs, we are dedicated to combining the most advanced technologies with the highest quality materials.   Because we deal exclusively with industry professionals, we realize that not just quick service, but also the quality of our products will  help your Business receive both short and long term benefits.   We use technology and equipment for the production of your marketing materials.    Our people oriented operation is able to consistently deliver great services.   Because we realize that time means money, at Miami Printing and Web Designs we work diligently with your orders so they can be delivered always on time.   However, we are most proud of the team of talented individuals who work together everyday to deliver on our promises.","https://www.yellowpages.com/homestead-fl/mip/miami-printing-and-web-designs-526110901?lid=526110901","Printers-Business Cards, Web Site Design & Services, Post Cards-Wholesale & Manufacturers, Banners, Flags & Pennants, Labels-Wholesale & Manufacturers","http://www.miamiprintingandwebdesigns.com","24912 SW 118th CtHomestead, FL 33032","","eCommerce","Florida+City,+FL"
"525225794","Digi Miami","(786) 339-8884","","","","Keystone","","https://www.yellowpages.com/homestead-fl/mip/digi-miami-525225794?lid=525225794","Web Site Design & Services","","13495 SW 291st LnHomestead, FL 33033","","eCommerce","Florida+City,+FL"
"530260863","Released Solutions","(786) 339-8830","","","","","","https://www.yellowpages.com/homestead-fl/mip/released-solutions-530260863?lid=530260863","Web Site Design & Services","https://www.releasedsolutions.net","28705 SW 132nd AveHomestead, FL 33033","","eCommerce","Florida+City,+FL"
"544443640","Released Solutions","(786) 254-1887","","12","","","We are an online presence management agency that supports small business owners. We specialize in providing service that includes but are not limited to social media management, online marketing and digital advertising, website development and support. In addition, we provide graphic design services, coaching and more.","https://www.yellowpages.com/homestead-fl/mip/released-solutions-544443640?lid=544443640","Computer System Designers & Consultants, Graphic Designers, Web Site Design & Services","http://www.releasedsolutions.net","3020 NE 41st Ter #402Homestead, FL 33033","","eCommerce","Florida+City,+FL"
"525860439","HighTech Computer Services","(786) 548-2782","","3","","","HighTech Computer services is a one stop shop for all Information Technology related solutions.  Over fifteen plus years of highly experienced professionals which can tackle any IT situation in a matter of minutes.  Unlike our competitors we have dedicated professional members which knows the business aspects of many organizations and are aware of how critical it is to have your organization running smoothly. We are dedicated to providing you with a delightful experience and will treat your organization like a family with one goal, which is to make sure your equipment is running to its full potential and to also make sure you are knowledgeable about your equipment's potential. Did you know that 90% of organizations only utilize 35% of their equipment potential, and that is where we kicks in, by turning that 35% into 100% your staff members will become not just less stressed out but also more productive. We offer many services, and also emergency support which allows our staff members to access your computer from a secure remote connection making sure your data is never compromised. Don't be fooled by amateur company's which take no pre-cautions with your data.   HTCS Corp cares and respects your Data. We understand your privacy and is one hundred percent committed to it, Not only are we completely committed but we also provide our partners with Business Associates Agreements (BAA) in order to comply with regulatory regulations.","https://www.yellowpages.com/homestead-fl/mip/hightech-computer-services-525860439?lid=525860439","Computer Network Design & Systems, Web Site Hosting, Computer Technical Assistance & Support Services, Web Site Design & Services, Computer Service & Repair-Business","http://www.htcsvc.com","12950 SW 280th StHomestead, FL 33032","","eCommerce","Florida+City,+FL"
"504944651","Florida Shopping Guide","(305) 216-0154","members@flshoppingguide.com","6","","Princeton","Welcome to Florida Shopping Guide, we connect local Businesses, Service Providers and Professionals with consumers, helping Florida's economy grow and creating opportunities for business development.   Check our Business Directory now and find all the Local Businesses in your area. Florida Shopping Guide is the Digital International Mall in the State. From Boutiques in Miami to Miami Beach Hotel offers. Take your loved one to an amazing dinner at an Italian Restaurant in Miami,  or have some fun at a night of Bowling!   If you are a Business Owner and you are located in the Miami Dade, Broward or West Palm Beach Counties, you need to be featured at Florida Shopping Guide. Send us an email with your information and we will contact you, so you can feature your Business and Offers in our Blog totally free! Why free? Because our mission is to help Florida Small Businesses grow!","https://www.yellowpages.com/homestead-fl/mip/florida-shopping-guide-504944651?lid=504944651","Online & Mail Order Shopping, Advertising Agencies, Graphic Designers, Web Site Design & Services","http://www.flshoppingguide.com","24912 SW 118th CtHomestead, FL 33032","","eCommerce","Florida+City,+FL"
"526110883","So You Can Web","(305) 216-0154","members@soyoucanweb.com","3","","","CREATE YOUR FREE WEBSITE TODAY! It's that simple, learn how to create a Website Today. Click on “Start Now” choose a Template and Login to create a Website for free!  So You Can Web has been ranked one of the Top 5 Website Builders on the market. We include everything you need, from step by step Video Tutorials, to Unlimited Hosting and E-Commerce, SEO, Live Chat with your Customers, and much more!  BEAUTIFUL, FULLY RESPONSIVE WEBSITES THEMES, NO CODING! The art of creating a Website has evolved with new technologies such as the platform used by SOYOUCANWEB. Powered by Google and Amazon, SYCW has become the most powerful and preferred tool of Business Owners, Service Providers and Professionals. Those times of waiting for the Web Designer are a thing of the past; SYCW is so easy to use, that it's almost impossible to make a Website look bad!","https://www.yellowpages.com/homestead-fl/mip/so-you-can-web-526110883?lid=526110883","Web Site Hosting, Web Site Design & Services","http://www.soyoucanweb.com","24912 SW 118th CtHomestead, FL 33032","","eCommerce","Florida+City,+FL"
"266576","Helios Security Group Inc","(786) 601-7500","","","","","","https://www.yellowpages.com/homestead-fl/mip/helios-security-group-inc-266576?lid=266576","Computer Network Design & Systems, Internet Consultants, Web Site Design & Services, Network Communications","http://heliossecuritygroup.com","PO Box 349110Homestead, FL 33034","","eCommerce","Florida+City,+FL"
"1000238795948","Welsch's International Inc","(305) 597-2555","sales@welschs.cc","","","South Miami Heights","","https://www.yellowpages.com/cutler-bay-fl/mip/welschs-international-inc-5520941?lid=1000238795948","Welding Equipment & Supply, Machinery, Machine Shops, Internet Products & Services, Exporters, Web Site Design & Services, Safety Equipment & Clothing","http://www.welschs.cc","10450 SW 187th StCutler Bay, FL 33157","","eCommerce","Florida+City,+FL"
"29629435","Innovative Web Solutions","(305) 238-5892","","","","South Miami Heights Manor, South Miami Heights","","https://www.yellowpages.com/miami-fl/mip/innovative-web-solutions-29629435?lid=29629435","Web Site Design & Services, Internet Consultants","http://innovativewebsolutions.org","12010 SW 176th StMiami, FL 33177","","eCommerce","Florida+City,+FL"
"545210569","BMC Web Development","(305) 300-3159","contact@bmclive305.com","","","","Guaranteed best price for anything tech-related. Responsive websites, beautiful graphics, Computer Restore.","https://www.yellowpages.com/goulds-fl/mip/bmc-web-development-545210569?lid=545210569","Web Site Design & Services","http://bmclive305.com/web","11880 SW 222nd StGoulds, FL 33170","","eCommerce","Florida+City,+FL"
"540910314","Miami Website Designs","(305) 971-2155","development@miamiwebsitedesigns.com","","","Richmond West","Miami WEBSITE designs is a progressive and results oriented Company. Operating since 1994 in Miami. Florida. OUR client roster include professionals. B2B organizations and distributors of consumer products.","https://www.yellowpages.com/miami-fl/mip/miami-website-designs-540910314?lid=540910314","Web Site Design & Services, Graphic Designers, Video Production Services","http://miamiwebsitedesigns.com","18131 SW 148th Ave RdMiami, FL 33187","","eCommerce","Florida+City,+FL"
"502772493","Ivolutions Ivolutions","(786) 504-8380","","","","Princeton, Bluewaters","","https://www.yellowpages.com/homestead-fl/mip/ivolutions-ivolutions-502772493?lid=502772493","Web Site Design & Services","","10824 SW 243rd StHomestead, FL 33032","","eCommerce","Florida+City,+FL"
"465232662","J & R Ecommerce Inc","(786) 592-2187","","7","","Lakes by The Bay West, Cutler Bay","","https://www.yellowpages.com/cutler-bay-fl/mip/j-r-ecommerce-inc-465232662?lid=465232662","Web Site Design & Services","","22101 SW 97th CtCutler Bay, FL 33190","","eCommerce","Florida+City,+FL"
"545318403","Spilt Ink Media","(786) 379-1889","","","","New South Miami Heights, South Miami Heights","","https://www.yellowpages.com/miami-fl/mip/spilt-ink-media-545318403?lid=545318403","Web Site Design & Services","","11925 SW 188th TerMiami, FL 33177","","eCommerce","Florida+City,+FL"
"464516240","Dowler Designers","(407) 446-8102","","","","Cutler Bay, Lakes by The Bay Jay","","https://www.yellowpages.com/cutler-bay-fl/mip/dowler-designers-464516240?lid=464516240","Web Site Design & Services","","22110 SW 89th CtCutler Bay, FL 33190","","eCommerce","Florida+City,+FL"
"533547424","Ruben Web Designs","(786) 382-4459","","","","Richmond West, Cazadores Cove","","https://www.yellowpages.com/miami-fl/mip/ruben-web-designs-533547424?lid=533547424","Web Site Design & Services, Internet Consultants","http://xn--diseadorwebmiami-9tb.com","16800 SW 137th AveMiami, FL 33177","","eCommerce","Florida+City,+FL"
"466479613","Steven Broderick","(305) 964-7391","","11","","Bel Aire, Cutler Bay","","https://www.yellowpages.com/cutler-bay-fl/mip/steven-broderick-466479613?lid=466479613","Web Site Design & Services, Computer & Equipment Dealers, Web Site Hosting","","19640 Sterling DrCutler Bay, FL 33157","","eCommerce","Florida+City,+FL"
"530602527","Ipower Services Inc","(786) 701-2403","","","","Cutler Bay, Pelican Bay at Old Cutler Lakes","","https://www.yellowpages.com/cutler-bay-fl/mip/ipower-services-inc-530602527?lid=530602527","Web Site Design & Services, Computer System Designers & Consultants","","9104 SW 209th TerCutler Bay, FL 33189","","eCommerce","Florida+City,+FL"
"505043440","Jlo Web Design","(786) 250-5082","","","","Richmond West","","https://www.yellowpages.com/miami-fl/mip/jlo-web-design-505043440?lid=505043440","Web Site Design & Services, Computer System Designers & Consultants","","13756 SW 155th TerMiami, FL 33177","","eCommerce","Florida+City,+FL"
"520425679","Exafire Software & Websites Developers","(800) 391-6180","","5","","","","https://www.yellowpages.com/miami-fl/mip/exafire-software-websites-developers-520425679?lid=520425679","Web Site Design & Services, Computer Software Publishers & Developers, Computer Software & Services-Wholesale","","13970 SW 154th PlMiami, FL 33196","","eCommerce","Florida+City,+FL"
"531531638","Red Creative Corp","(786) 554-1865","","","","","","https://www.yellowpages.com/miami-fl/mip/red-creative-corp-531531638?lid=531531638","Web Site Design & Services","","13914 SW 155th CtMiami, FL 33196","","eCommerce","Florida+City,+FL"
"496798060","WebOpportunity","(786) 210-1195","chuck@webopportunity.net","10","","","","https://www.yellowpages.com/homestead-fl/mip/webopportunity-496798060?lid=496798060","Web Site Design & Services","","Homestead, FL 33030","","eCommerce","Florida+City,+FL"
"541684033","Leyva Marketing Solutions","(305) 978-7582","LeyvaMarketingSolutions@gmail.com","","","","Work with all independent and franchise dealerships to expand thier ever growing digital footprint online.Take your carlots from non existent to top 5 in Seo optimization in as little as 6 months.Let us manage your website and take all your photos and see why everyone knows our name.Just ask for William","https://www.yellowpages.com/miami-fl/mip/leyva-marketing-solutions-541684033?lid=541684033","Internet Marketing & Advertising, Advertising Agencies, Marketing Consultants, Web Site Design & Services, Web Site Hosting","","15432 SW 176th TerraceMiami, FL 33187","","eCommerce","Florida+City,+FL"
"511430401","Elizabeth Sosa - Website Designer","(305) 304-5483","me@elizabethsosa.com","3","","","HELLO, MY NAME IS ELIZABETH SOSA I AM A WEBSITE DESIGNER LIVING IN MIAMI, FLORIDA. I create websites designed around your vision and mission. Websites that tell your companyâ€™s story and show your talent, promote your cause or showcase your products and services. Responsive web design & development for desktops, laptops, tablets & phones. Functional solutions for a friendly user experience. Beautiful, creative, and simple to use websites. Please continue reading for more information about the work I do and to view samples of my work at http://elizabethsosa.com.","https://www.yellowpages.com/miami-fl/mip/elizabeth-sosa-website-designer-511430401?lid=511430401","Interactive Media, Internet Marketing & Advertising, Web Site Hosting, Computer Graphics, Graphic Designers, Web Site Design & Services, Print Advertising","http://www.elizabethsosa.com","Website Design & DevelopmentMiami, FL 33177","","eCommerce","Florida+City,+FL"
"261555","Web Design Miami","(786) 220-3418","","17","","Country Walk","Professional Web Design, E-commerce and Internet Marketing Services in Miami-Dade County.","https://www.yellowpages.com/miami-fl/mip/web-design-miami-261555?lid=261555","Web Site Hosting, Internet Marketing & Advertising, Web Site Design & Services, Graphic Designers","http://www.webdesigno.com","16156 SW 149th TerMiami, FL 33196","","eCommerce","Florida+City,+FL"
"9216","Web Design Miami","(305) 318-6940","me@simonurbina.com","22","","","Web Design, Information Architecture, Usability, Internet, and Creative Services Consultant.","https://www.yellowpages.com/cutler-bay-fl/mip/web-design-miami-9216?lid=9216","Web Site Design & Services, Internet Consultants","http://simonwebdesign.com","8660 SW 212th St Apt 303Cutler Bay, FL 33189","","eCommerce","Florida+City,+FL"
"496387931","GoWebzy","(305) 283-3175","","5","","","","https://www.yellowpages.com/miami-fl/mip/gowebzy-496387931?lid=496387931","Marketing Programs & Services, Web Site Design & Services","http://gowebzy.com","19800 sw 180th aveMiami, FL 33187","1","eCommerce","Florida+City,+FL"
"521715811","New Business Internet Solutions","(305) 741-5602","","10","","","","https://www.yellowpages.com/miami-fl/mip/new-business-internet-solutions-521715811?lid=521715811","Fix-It Shops, Web Site Hosting, Web Site Design & Services","","17512 SW 143rd PlMiami, FL 33177","","eCommerce","Florida+City,+FL"
"472675068","Grasshopper Plus","(305) 508-5707","info@grasshopperplus.com","6","","","","https://www.yellowpages.com/homestead-fl/mip/grasshopper-plus-472675068?lid=472675068","Graphic Designers, Web Site Design & Services","","Homestead, FL 33033","","eCommerce","Florida+City,+FL"
"496360301","YnM IT Solutions","(786) 319-0415","ynmitsolutions@gmail.com","5","","","","https://www.yellowpages.com/miami-fl/mip/ynm-it-solutions-496360301?lid=496360301","Computer Software & Services, Web Site Design & Services, Computer Service & Repair-Business, Web Site Hosting","","19926 SW 119th AveMiami, FL 33177","","eCommerce","Florida+City,+FL"
"495983006","Supreme Scene","(305) 300-3663","","","","Cutler Bay, Old Cutler Common","","https://www.yellowpages.com/cutler-bay-fl/mip/supreme-scene-495983006?lid=495983006","Virtual Reality, Marketing Consultants, Photo Retouching & Restoration, Web Site Design & Services, Photography & Videography","http://supremescene.com","21338 SW 97th PlCutler Bay, FL 33189","","eCommerce","Florida+City,+FL"
"505545303","Digital Minds Solutions","(786) 553-8230","info@digitalmindssolutions.com","15","","Limewood Grove, Richmond West","","https://www.yellowpages.com/miami-fl/mip/digital-minds-solutions-505545303?lid=505545303","Computer Network Design & Systems, Web Site Design & Services, Computer Service & Repair-Business","http://digitalmindssolutions.com","16561 SW 144th PlMiami, FL 33177","","eCommerce","Florida+City,+FL"
"481231166","Fil Am SEO","(786) 300-6095","info@filamseo.com","6","","Oak Creek, Country Walk","","https://www.yellowpages.com/miami-fl/mip/fil-am-seo-481231166?lid=481231166","Internet Marketing & Advertising, Advertising Agencies, Web Site Design & Services","","15471 SW 148th StMiami, FL 33196","","eCommerce","Florida+City,+FL"
"469624441","Kompu Service, LLC","(786) 343-2698","","","","","","https://www.yellowpages.com/miami-fl/mip/kompu-service-llc-469624441?lid=469624441","Security Control Systems & Monitoring, Cellular Telephone Equipment & Supplies, Web Site Design & Services, Computer Service & Repair-Business","","11240 SW 169th StMiami, FL 33157","","eCommerce","Florida+City,+FL"
"534215501","ASTA Business","(407) 451-9550","","2","","","","https://www.yellowpages.com/miami-fl/mip/asta-business-534215501?lid=534215501","Internet Marketing & Advertising, Marketing Programs & Services, Translators & Interpreters, Web Site Design & Services","","14480 SW 144th Place CirMiami, FL 33186","","eCommerce","Florida+City,+FL"
"465261063","Inklab Signs","(786) 430-8100","carlos@inklabstudio.com","13","","Vanderbilt Square, Kendall","Welcome to Inklab Signs. We are well known throughout the area of Miami, FL for our high quality workmanship. We are more than glad to submit sketches for proposed signs and graphics created by professional artist with a thorough understanding of advertising.","https://www.yellowpages.com/miami-fl/mip/inklab-signs-465261063?lid=465261063","Signs, Printing Services, Web Site Design & Services","http://www.inklabstudio.com","12324 SW 117th CtMiami, FL 33186","2","eCommerce","Florida+City,+FL"
"468129579","Winthrop Online Social Media Marketing of Miami","(305) 389-7954","info@WinthropOnlineSocialMediaMarketingMiami.com","8","","Three Lakes","Winthrop Online Social Media Marketing of Miami is dedicated to helping  businesses use powerful new online and mobile marketing platforms to get  visibility, traffic, new leads, and satisfied customers by helping them  to rank in the top in their category in search engines. We are an  internet consulting company helping businesses with web presence, image,  social media, video, blogs and follow up.   Our formula is simple: 1.     Get out there and get found 2.     Engage with your prospects on their terms 3.     Continue to engage and follow up with them We accomplish these objectives by applying the latest tools, technology and know-how on behalf of your business.","https://www.yellowpages.com/miami-fl/mip/winthrop-online-social-media-marketing-of-miami-468129579?lid=468129579","Internet Consultants, Internet Marketing & Advertising, Computer Online Services, Marketing Consultants, Web Site Design & Services","","12824 SW 147th Terrace RdMiami, FL 33186","","eCommerce","Florida+City,+FL"
"480823362","Trinity Effects Inc","(305) 251-1864","info@trinityeffects.com","","","Three Lakes","Our goal is to provide our clients with the innovative creative materials they need to separate themselves from the competition. We strive to present a fresh alternative to the mundane approach that the corporate business model has created. At Trinity Effects, our mission is to turn your vision into a digital reality! Trinity Effects Inc Trinity Effects Inc is web and graphic design firm based out of Miami, FL. Since 2002, our company has passionately provided the most visually stimulating experience the web has to offer. Our products and services cater to businesses of all sizes whether we are designing a logo for a new small business owner or redesigning a roster page for an NBA team. We tailor our products and services to meet our client's needs. This is possible because we follow the customer centric model which involves the process of listening and to all our client's needs and ideas before we recommend subsequent strategies and designs. The professional and trustworthy business relationships we establish with our clients are the critical foundation to our company and it is what keeps our company running despite many others in our field failing. We would like to offer you the opportunity of doing business with us and exploring some of our services that include web design, animation, logo creation, design and print services, training and teaching sessions, music composition, and much more. Have a look through our studies page to see how we communicate with new businesses or large corporations. If you have any further questions please","https://www.yellowpages.com/miami-fl/mip/trinity-effects-inc-480823362?lid=480823362","Web Site Design & Services, Computer System Designers & Consultants","http://www.trinityeffects.com","12914 SW 132nd CtMiami, FL 33186","","eCommerce","Florida+City,+FL"
"497759086","Stitched Production","(786) 701-9919","info@stitchedproduction.com","7","","Three Lakes","Stitched Production is a professional web design, marketing and photography agency that is able to provide you and your business our full attention in order to utilize the tools and strategies that will take your business to the next level. We specialize in website design, search engine optimization, social media marketing, branding, and headshot photography. Results driven websites and marketing are a must in todays competitive world. Learn more about our Online Marketing strategy that will help bring you more business.","https://www.yellowpages.com/miami-fl/mip/stitched-production-497759086?lid=497759086","Internet Marketing & Advertising, Graphic Designers, Web Site Design & Services","http://stitchedproduction.com","13335 SW 124th St Ste 216hMiami, FL 33186","","eCommerce","Florida+City,+FL"
"540947412","Nvision Multimedia Inc","(305) 984-7577","willnvmm@yahoo.com","","","","Nvision Multimedia is a Website Design and Graphic Design Company. We work within your budget, so no project is too big or too small! We work with startups as well as large corporations. Our Creative Director has over 25 years experience.","https://www.yellowpages.com/miami-fl/mip/nvision-multimedia-inc-540947412?lid=540947412","Web Site Design & Services","http://www.nvmm.com","10201 SW 142nd CtMiami, FL 33186","","eCommerce","Florida+City,+FL"
"518365408","One Color Prints","(786) 260-4900","","3","","","One Color Prints | Commercial Printing, Graphic Design, Logo Design, Website Design, SEO | www.OneColorPrints.com","https://www.yellowpages.com/miami-fl/mip/one-color-prints-518365408?lid=518365408","Web Site Hosting, Printing Services-Commercial, Advertising-Promotional Products, Graphic Designers, Web Site Design & Services","http://www.onecolorprints.com","PO Box 960306Miami, FL 33296","","eCommerce","Florida+City,+FL"
"478306426","Mcreations Branding Studio","(786) 592-2560","info@mcreationsprintstudio.com","6","","Three Lakes","","https://www.yellowpages.com/miami-fl/mip/mcreations-branding-studio-478306426?lid=478306426","Printing Services-Commercial, Web Site Design & Services, Printing Services, Printers-Equipment & Supplies","https://mcreationsbrandingstudio.com","12942 SW 133rd Ct Ste AMiami, FL 33186","3","eCommerce","Florida+City,+FL"
"475113920","Xposure Kings","(786) 732-0152","thecaliperkings@yahoo.com","","","Palmetto Bay","","https://www.yellowpages.com/palmetto-bay-fl/mip/xposure-kings-475113920?lid=475113920","Web Site Design & Services","","17400 SW 97th AvePalmetto Bay, FL 33157","","eCommerce","Florida+City,+FL"
"20804822","Scala Design","(305) 378-4978","","","","Three Lakes, Kendall Airport Park, Shores Lindgren, The Crossings","","https://www.yellowpages.com/miami-fl/mip/scala-design-20804822?lid=20804822","Web Site Design & Services","http://www.scaladesign.com","13590 SW 134th AveMiami, FL 33186","","eCommerce","Florida+City,+FL"
"503307573","Stephano Tech And Design","(786) 227-6094","","","","Three Lakes, Tamair Officeplex","","https://www.yellowpages.com/miami-fl/mip/stephano-tech-and-design-503307573?lid=503307573","Web Site Design & Services, Computer System Designers & Consultants","","13255 SW 137th AveMiami, FL 33186","","eCommerce","Florida+City,+FL"
"151017","Five DPI Graphic Design","(305) 259-6637","","","","Three Lakes","","https://www.yellowpages.com/miami-fl/mip/five-dpi-graphic-design-151017?lid=151017","Web Site Design & Services","","13370 SW 131st StMiami, FL 33186","","eCommerce","Florida+City,+FL"
"527458619","Crea-Sion Corp","(786) 701-3290","","","","Three Lakes","","https://www.yellowpages.com/miami-fl/mip/crea-sion-corp-527458619?lid=527458619","Web Site Design & Services, Computer System Designers & Consultants","","13342 SW 128th StMiami, FL 33186","","eCommerce","Florida+City,+FL"
"538492869","Web Miami","(305) 364-5041","","","","The Hammocks","","https://www.yellowpages.com/miami-fl/mip/web-miami-538492869?lid=538492869","Web Site Design & Services, Internet Consultants","","11980 SW 144th CtMiami, FL 33186","","eCommerce","Florida+City,+FL"
